model,lang,family,derived,fertility,boundary_recall,n_gold_boundaries
mistralai/Mistral-Small-24B-Base-2501,en,ly,perfectly,3,1.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,absolutely,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,exactly,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,directly,2,1.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,seriously,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,nervously,3,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,generally,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,normally,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,deeply,2,1.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,briefly,2,1.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,strangely,3,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,really,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,carefully,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,quietly,2,1.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,brightly,2,1.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,calmly,3,1.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,finally,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,usually,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,actually,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,completely,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,safely,3,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,nicely,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,closely,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,widely,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,rarely,2,1.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,lately,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,freely,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,loudly,3,1.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,sadly,3,1.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,kindly,2,1.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,warmly,3,1.0,1
mistralai/Mistral-Small-24B-Base-2501,en,ly,coldly,3,1.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,teacher,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,player,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,worker,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,singer,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,writer,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,reader,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,driver,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,painter,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,builder,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,dancer,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,farmer,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,baker,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,cleaner,2,1.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,helper,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,speaker,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,listener,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,reporter,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,manager,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,owner,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,leader,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,founder,2,1.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,designer,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,printer,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,recorder,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,agent_er,trainer,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,education,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,information,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,creation,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,relation,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,formation,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,communication,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,organization,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,presentation,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,preparation,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,situation,3,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,location,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,operation,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,production,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,protection,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,collection,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,connection,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,selection,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,direction,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,introduction,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,reduction,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,translation,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,celebration,4,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,decoration,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,imagination,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,nom_tion,examination,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,cats,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,books,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,trees,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,dogs,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,cars,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,colors,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,flowers,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,tables,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,doors,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,birds,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,rivers,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,roads,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,windows,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,hands,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,houses,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,chairs,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,phones,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,schools,2,1.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,friends,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,gardens,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,streets,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,keys,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,days,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,years,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,hours,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,rooms,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,words,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,names,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,games,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,en,plural_s,eyes,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,gem_lla,col·legis,4,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,gem_lla,paral·lels,5,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,gem_lla,intel·lectuals,5,1.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,gem_lla,mil·lennis,4,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,gem_lla,excel·lents,5,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,gem_lla,el·lipses,5,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,gem_lla,novel·les,4,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,gem_lla,cèl·lules,5,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,gem_lla,síl·labes,5,1.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,gem_lla,aquarel·les,5,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,gem_lla,al·lèrgies,6,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,gem_lla,pel·lícules,4,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,cedilla,places,1,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,cedilla,caces,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,cedilla,forces,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,cedilla,peces,2,1.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,cedilla,llances,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,cedilla,esperances,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,cedilla,confiances,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,cedilla,feliços,3,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,cedilla,dolços,3,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,cedilla,audaços,3,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,cedilla,capaços,3,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,cedilla,esforços,3,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,cedilla,veloços,3,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,ny,anys,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,ny,punys,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,ny,estanys,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,ny,panys,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,ny,banys,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,ny,guanys,3,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,ny,muntanyes,4,1.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,ny,canyes,3,1.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,ny,vinyes,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,ny,llenyes,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,ny,companyies,2,0.0,1
mistralai/Mistral-Small-24B-Base-2501,ca,ny,cabanyes,4,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,ràpidament,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,lentament,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,clarament,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,fàcilment,4,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,difícilment,4,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,fortament,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,dolçament,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,tristament,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,netament,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,segurament,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,precisament,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,normalment,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,generalment,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,públicament,4,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,bàsicament,4,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,directament,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,profundament,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,intensament,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,exactament,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,perfectament,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,absolutament,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,relativament,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,seriosament,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,nerviosament,4,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,lliurement,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,alegrement,3,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,simplement,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,possiblement,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,evidentment,4,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,recentment,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,urgentment,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,atentament,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,fredament,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,antigament,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,llargament,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,curtament,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,ricament,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,novament,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,greument,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,ment,amplament,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,gatet,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,caseta,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,finestreta,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,tauleta,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,llibret,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,arbret,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,gotet,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,nenet,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,ocellet,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,floreta,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,porteta,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,peuet,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,cotxet,3,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,llitet,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,pontet,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,ditet,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,ullet,1,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,caminet,3,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,jardinet,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,momentet,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,trenet,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,paperet,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,platet,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,piset,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,ramet,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,filet,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,cadireta,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,horeta,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,camiseta,3,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,dim_et,cullereta,4,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,treballador,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,jugador,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,pescador,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,comprador,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,ballador,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,nedador,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,educador,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,programador,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,administrador,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,governador,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,caçador,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,creador,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,comptador,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,explorador,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,investigador,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,organitzador,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,dissenyador,4,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,comunicador,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,presentador,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,entrenador,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,ordenador,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,gravador,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,regador,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,comprovador,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,agent_dor,exportador,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,educació,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,informació,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,creació,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,formació,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,comunicació,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,organització,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,administració,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,presentació,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,preparació,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,situació,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,continuació,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,actuació,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,aplicació,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,associació,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,celebració,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,circulació,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,declaració,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,generació,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,importació,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,exportació,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,modificació,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,negociació,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,observació,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,nom_cio,participació,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,gats,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,llibres,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,cotxes,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,arbres,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,colors,1,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,flors,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,ocells,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,carrers,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,ponts,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,peixos,3,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,calaixos,3,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,despatxos,4,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,textos,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,gasos,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,cels,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,trens,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,llums,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,jardins,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,rius,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,peus,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,museus,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,taxis,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,dits,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,plats,1,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,moments,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,papers,1,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,pisos,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,braços,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,discos,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,plural,boscos,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,cantem,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,parlem,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,treballem,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,mirem,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,estudiem,3,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,comprem,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,ballem,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,nedem,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,caminem,3,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,escoltem,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,cuinem,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,dibuixem,4,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,saltem,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,entrem,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,portem,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,trobem,3,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,ajudem,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,preguntem,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,contestem,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,visitem,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,dinem,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,sopem,3,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,arribem,3,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,guanyem,3,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,verb_em,pensem,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,gata,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,noia,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,nena,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,filla,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,professora,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,senyora,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,doctora,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,alumna,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,cosina,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,tieta,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,mestra,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,sogra,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,pintora,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,escriptora,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,directora,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,treballadora,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,jugadora,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,monitora,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,germana,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,companya,2,1.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,reina,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,xicota,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,candidata,3,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,conilla,2,0.0,1
Qwen/Qwen3.6-35B-A3B,ca,gender_a,enginyera,3,0.0,1
Qwen/Qwen3.6-35B-A3B,en,ly,quickly,2,1.0,1
